ID,Horizontal_Distance_To_Fire_Points
843050494548,1462.898
843979218553,1815.89
844810800586,2605.34
844862280176,2406.902
846135434217,1280.596
847372043255,2855.128
847926664660,951.81
848332465896,3310.218
848452257869,1268.31
849338397884,3913.238
849705195358,2019.664
849979865193,792.25
851783497446,1658.946
851857310015,770.75
852521926495,3419.482
852592100060,5249.432
852613465611,888.864
852947494912,1266.072
853153687679,5283.298
854034086307,1150.968
856132161023,720.92
857362160282,772.316
857854844119,1121.34
859319757477,3931.674
859537309243,1093.664
859713024786,1525.918
860203983582,1171.998
860325977711,1442.464
861218090722,906.378
861708496256,892.56
861940746904,1288.83
862005394047,2166.97
862098798340,3594.72
862564889572,1743.514
863664924453,916.458
863758421318,1553.954
864800953917,278.722
866691877525,4275.294
866735071513,880.502
867186949383,2198.042
867189911677,3997.028
867474865951,1205.8
868684672902,914.016
869664716517,421.676
871293356477,2178.394
874011660726,614.876
875222965396,4272.622
875311299050,1118.718
880483174777,2366.96
880491135920,5370.904
881207437680,1545.196
882262032070,1795.268
885128996264,1716.132
885348804738,1500.352
886449593538,3538.418
888188493056,4993.938
889076477523,4378.588
889162170000,1657.376
889174320028,2161.54
889745865866,2092.588
889757567062,4207.476
890102876593,242.842
890182044783,3978.08
894593350150,963.324
895206539719,1822.594
896198369025,3011.624
896358369735,2463.796
897062279754,1871.082
897271085696,1145.134
897363192073,1654.73
899124409833,1586.188
899423861882,971.89
900646141221,886.672
900780210692,4029.704
901077075994,935.03
901354726410,1932.76
901494494699,4245.714
903855886358,2058.586
906992336809,1453.928
907374331337,1614.798
907554473277,5568.3
910793817092,2193.88
910923645090,4405.738
912120380354,1985.232
912943148544,3843.62
914137477997,1693.73
914748355967,5304.21
915614033064,3124.286
916843346598,882.208
917126064352,1449.344
917750448818,1877.788
918562688201,1727.108
919456902175,504.018
919759452230,1768.566
919940671648,1425.526
923669973969,1339.918
924028093052,3753.324
924182763549,1913.588
924206602977,1891.05
925745134202,3475.41
928123037256,2998.546
930536601597,1853.634
930559973503,4944.966
930924138131,1491.752
931400764097,4448.672
932696697809,4250.282
932979024551,1757.496
935816586267,4125.87
937968125264,1081.55
938998981165,933.848
939332476675,1778.452
939479735550,1407.968
939832792763,1185.306
941336638737,771.616
941339780488,2993.09
941980059353,1446.63
943570737238,3331.018
944899049057,1472.222
945001763014,1230.076
945686735115,4127.992
947232985173,4271.228
949095216340,1011.454
951184185611,3334.588
951790602441,2736.35
952647252031,3616.644
955153430788,4120.718
955370531459,561.358
955792677063,1816.418
956126073759,1436.574
958485840027,833.144
959047832917,3372.428
959486186749,1326.416
959882253298,5470.61
959983973781,1276.446
960578310768,5537.616
963583710127,704.942
964022034972,1111.806
964443407591,1286.818
965033329842,437.82
965292829602,725.668
965677598819,962.888
967726949016,1660.014
967912159748,3064.454
968281928447,1315.75
968558200078,3812.842
970326923249,1764.628
970598567097,5386.716
972852484522,1957.846
974030413713,477.142
974139010790,704.566
974416689442,1500.998
975218555300,3842.372
976092361438,4172.59
977228472394,3381.12
978667098954,1508.742
980332072077,945.154
980464656138,1447.98
982536801552,1535.004
982572159327,1316.98
983661459656,2492.374
984300611756,2061.356
985521551517,1201.558
985588112720,1226.034
986074297341,2382.494
986624296503,3852.548
987005042856,2010.122
987666166786,1536.092
987992186649,1919.46
988151675080,1441.856
988808500239,3992.35
989080536688,3318.78
989462628826,3207.076
993916294833,3451.032
994965630184,3990.022
995236953827,3120.214
998082046804,1076.482
999077816624,3263.584
1000613557341,2141.498
1000778517778,1779.22
1001058021824,1078.328
1001377951659,3354.512
1002022129812,1937.646
1003139217171,2071.942
1004305985665,2213.45
1004388110701,3179.918
1005022481089,4745.38
1005217778437,760.918
1005219938259,2104.9
1010524967412,2360.348
1012044709497,1159.688
1012464948049,2242.902
1012915768431,1125.694
1015698271624,1254.178
1015810401861,1737.718
1016697505932,3563.424
1016983303457,2104.258
1017057663514,954.146
1017532293915,4076.352
1017615338250,1651.574
1019106487591,2420.17
1019684173756,1134.784
1019828885873,832.058
1020502362054,5576.978
1020789445266,347.968
1021436636808,990.018
1021740278411,964.99
1022181797660,1373.064
1023497618694,4566.396
1024338047598,1793.668
1024461575982,1828.986
1025432444238,910.874
1025786246083,1819.716
1027099685870,5329.954
1027795034590,1298.74
1028607544436,1503.16
1029163093628,3863.368
1030041317231,564.538
1030653184269,1078.322
1031057196315,1297.664
1031491546806,232.042
1031756780549,1277.628
1033288914447,1008.294
1034419606217,1919.672
1035431624647,1419.014
1035802141551,1677.744
1036121541572,1349.91
1036474400649,1511.17
1038676646696,2151.052
1039545373590,1950.226
1040633934319,5726.976
1041115217388,965.488
1042247019574,1286.372
1042518452840,923.616
1043444761112,2379.906
1044023082109,2223.526
1045583794228,1604.772
1046645273378,1917.196
1046935913441,862.598
1047856051052,845.998
1048087660075,1057.03
1049638854035,1638.034
1050485389113,1837.66
1050517869095,3569.832
1050615922609,1499.332
1052548877322,1891.478
1053276015079,1651.358
1053662877885,5742.768
1054146161438,2495.288
1054519701599,1573.032
1055581450866,1060.576
1055653559046,1341.202
1055797144313,1478.474
1056542884133,1247.512
1057063448439,857.094
1058109435550,1004.99
1058645884393,3775.94
1059558237412,683.486
1059950149450,2413.504
1060234804064,1337.65
1060486431865,1693.684
1061615265825,2213.874
1065794305402,4923.92
1066617373721,1847.478
1067181700135,2145.556
1067724258901,1313.804
1068382422727,4204.972
1068606420836,1736.7
1068774889084,1674.652
1069965795153,1260.972
1070011760858,3707.368
1071339771540,694.032
1071794035720,4933.884
1072965115593,3996.84
1073032746375,1673.852
1073199651116,688.078
1074928486139,1316.494
1079154489800,1322.216
1079716078268,3572.352
1080096973715,3713.216
1080918060555,1061.354
1081908123489,720.616
1082293622298,1426.974
1082462925250,1983.29
1085048231370,3801.172
1085748078510,923.548
1087154668552,1582.758
1087363511632,2654.828
1087401889839,972.628
1087901973588,2271.712
1088096776459,1704.272
1091835425365,1482.024
1092093721480,3481.79
1092973980082,2332.94
1093408280890,4655.844
1093568367387,1291.056
1095560440181,1410.454
1096361661065,4230.256
1096488861270,1702.828
1098072437366,480.422
1099256462433,910.752
1099425028163,3899.954
1099937460345,1987.464
1100997599514,3574.892
1101104081878,1880.506
1101109888731,424.212
1101498990473,1793.652
1102137941764,885.456
1102584657355,1383.836
1103879082517,1607.966
1104560864641,5170.742
1104603675289,1867.28
1104645282698,1328.13
1105768503653,4089.454
1106523461492,987.226
1106962863529,1314.984
1107939788388,5297.262
1107958044670,233.138
1108571781546,3620.468
1109189812622,1309.092
1110854768861,956.078
1110914791938,785.996
1112702001045,1087.248
1115670914652,3094.534
1115926856408,2069.85
1122455794750,723.292
1123476289836,1297.59
1123556002911,3278.638
1123929160569,3641.854
1123929242630,1027.442
1123988103095,3282.986
1125051070884,2245.98
1127048873256,3928.796
1128013426002,2854.38
1128877081010,2369.32
1129478208738,1389.604
1129824119756,2070.57
1131008364890,978.166
1138731911360,732.238
1139063385911,1790.03
1140923845070,4754.058
1141458484901,4340.494
1141945192401,1058.54
1142721101822,1445.18
1143344055998,1905.078
1143534384587,1245.922
1143690353403,3619.53
1143763209842,735.14
1144836245989,1313.448
1145805620820,3733.988
1146259731582,3994.132
1146614098343,1602.248
1147451149441,4231.882
1147548246435,3590.472
1148501376435,3991.566
1148966426638,3697.868
1149000209644,4214.764
1149449244664,1365.15
1149877837322,2103.446
1150832203748,2093.816
1150883750642,1010.312
1150931833419,3623.886
1151079646510,4029.594
1151722675638,1914.22
1152193201210,1411.338
1155241174924,4332.012
1156164777544,786.638
1157337590069,2698.134
1158492640866,1599.324
1160498462557,2307.046
1160627707290,1355.258
1161271559945,1037.132
1161380170031,1161.116
1161884566842,1714.108
1161942944704,3481.754
1161969269279,1193.298
1162161189747,816.584
1162331492240,1267.206
1163256250304,1966.6
1163722378082,1629.962
1163932791305,1814.37
1165921975185,1196.05
1166388047651,1267.89
1169304285601,1774.596
1170125578155,1182.904
1170755312068,2819.942
1171765465867,3997.824
1174567961315,1637.4
1174811806447,1906.53
1177658761238,5223.398
1179450934353,1210.946
1179995976498,5340.428
1180508805396,535.952
1180978405812,1453.438
1181386261816,3804.146
1181391587840,1042.476
1186000908184,825.824
1187277583166,390.39
1188128980639,637.832
1191265234732,1646.96
1193095920779,357.514
1193410663534,2029.564
1196754041808,2113.358
1196775147183,924.148
1198133488327,1454.274
1200487574493,3465.746
1200688794881,3419.03
1201246823104,1425.768
1202253173589,3220.578
1203375276059,484.276
1203898999824,2361.558
1205312220415,5392.096
1205942539949,2426.206
1205946731219,949.676
1206437446254,2240.832
1208340621896,1888.432
1208832652148,1244.93
1211011450428,1359.802
1211086890082,2266.024
1212294231995,1711.288
1213341526439,319.142
1214623653539,795.588
1214643558104,4809.19
1216363137225,2083.624
1217965418989,993.216
1220516310502,1557.234
1221621821877,800.68
1222807794886,2084.276
1223421340046,4854.326
1225078494356,4306.768
1226125937079,1793.718
1227275481924,1219.008
1228179556749,409.762
1228459394597,1551.082
1228888242797,5248.254
1229042598071,393.58
1229155111310,1093.738
1231526582445,491.73
1232571212165,698.158
1233054615138,859.496
1234081256431,1147.33
1234747455291,2049.774
1236010212952,4495.252
1236847586646,621.27
1238114431178,4385.26
1238546041907,1282.206
1239659367175,4294.216
1241039698656,2093.372
1242194087019,558.658
1243651115702,3857.886
1243756934710,1029.614
1243922030963,2188.868
1246008575068,5014.944
1248493466364,2040.11
1248583046018,2402.054
1248999051309,1803.56
1249422854870,3604.686
1250911154890,1467.184
1253457953002,1705.376
1253752393060,1561.166
1254994188278,1151.536
1256217514420,897.67
1256677737568,2689.14
1259102317724,676.272
1259411343209,1020.644
1262229174835,585.228
1262355510651,1414.55
